분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,위도(X좌표),경도(Y좌표),유무료,문화포털상세URL
전시/미술,노원구,[노원문화재단] 경춘선숲길 갤러리 & 문화공간 정담 2023 시각예술 전시지원사업,2023-09-06~2023-10-04,"경춘선숲길 갤러리, 문화공간 정담",노원문화재단,누구나,,,,,https://www.nowonarts.kr/html/pe/exhibitiondetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fexhibitioninfo.php%3F%26search_state%3D1%26skin%3D%26search_syear%3D2023%26search_smonth%3D%26search_eyear%3D2023%26search_emonth%3D%26search_order%3D%26startPage%3D0&idx=219,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1c13bec6c0ec4688912ae0d9eff6d233&thumb=Y,2023.9.21,기관,2023.9.6 0:00,2023.10.4 0:00,기타,37.62449232,127.0931031,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143427&menuNo=200009
교육/체험,은평구,초등동아리 어린이시민자료선정위원회 [책나무],2023-09-06~2023-09-14,지하문화강좌실 및 지역서점,은평구청,초등 3 ~ 6학년 어린이 8명 (2011-2014년생 아이디로만 접수가능),,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1776&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a34511cdd5b14f9fbfb63ff4fa71b50d&thumb=Y,2023.8.29,기관,2023.9.6 0:00,2023.9.14 0:00,어린이/청소년 문화행사,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143050&menuNo=200011
연극,은평구,음악극 [앤],2023-09-06~2023-09-07,은평문화예술회관 공연장,은평문화재단,만 3세 이상 관람 가능,,,,,https://www.efac.or.kr//sub01/sub01.php?type=view&uid=3601,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f328b6dad9794ed482274f40e8ca3611&thumb=Y,2023.8.11,기관,2023.9.6 0:00,2023.9.7 0:00,기타,37.6039163,126.9283646,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142778&menuNo=200008
클래식,강동구,"[강동문화재단] 마티네 콘서트 낭만드림 9월, Romantic Quintet",2023-09-06~2023-09-06,강동아트센터 소극장 드림,강동문화재단,누구나,"20,000원",,국내외에서 다져온 탄탄한 음악적 기반으로 각자의 음악 세계를 그려가고 있는 다섯 아티스트가 선보이는 평일 오전의 낭만,,https://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1967&cpage=1&rows=999&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e9807038360e41d1b0fb6adfdba5dd3f&thumb=Y,2023.8.24,기관,2023.9.6 0:00,2023.9.6 0:00,기타,37.55122046,127.1573425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142952&menuNo=200008
축제-기타,마포구,[M클래식 축제] 프리츠 크라이슬러 바이올린 콩쿠르 우승자 콘서트 [귀도 산타나 바이올린 리사이틀],2023-09-06~2023-09-06,마포아트센터 아트홀 맥 ,마포문화재단,8세 이상,"R석 50,000원 / S석 30,000 / A석 20,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2216&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=25a9569cbb8e4b2db1c5745109ca3be2&thumb=Y,2023.7.6,기관,2023.9.6 0:00,2023.9.6 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142293&menuNo=200010
교육/체험,종로구,[트렌드 특강] 펫 프렌들리 관광 : 반려견과 함께하는 여행,2023-09-06~2023-09-06,서울관광플라자 4층 다목적홀,기타,"관광업 종사자 및 예비종사자 (취/창업자), 서울시민 100명",,,,,https://www.sto-academy.com/service-page/9-6-%ED%8A%B8%EB%A0%8C%EB%93%9C-%ED%8A%B9%EA%B0%95-%ED%8E%AB-%ED%94%84%EB%A0%8C%EB%93%A4%EB%A6%AC-%EA%B4%80%EA%B4%91-%EB%B0%98%EB%A0%A4%EA%B2%AC%EA%B3%BC-%ED%95%A8%EA%BB%98%ED%95%98%EB%8A%94-%EC%97%AC%ED%96%89?referral=service_list_widget,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e8010684b842436f859b4b593a8e55f6&thumb=Y,2023.8.7,기관,2023.9.6 0:00,2023.9.6 0:00,기타,37.56863139,126.9871504,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142710&menuNo=200011
클래식,종로구,윤용진 귀국 바순 독주회,2023-09-06~2023-09-06,세종체임버홀,세종문화회관,2016년 12월 31일 출생자까지,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34377&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d114e0b654c04f54ba6ca565b939b46f&thumb=Y,2023.8.30,기관,2023.9.6 0:00,2023.9.6 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143069&menuNo=200008
클래식,강북구,제40회 대학생을 위한 프랑스 가곡과 아리아의 밤,2023-09-06~2023-09-06,꿈의숲 콘서트홀,세종문화회관,2016년 12월 31일 이전 출생자,전석 초대,,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34439&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e22cd36f66f34fd38212a223ab09d401&thumb=Y,2023.8.30,기관,2023.9.6 0:00,2023.9.6 0:00,,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143068&menuNo=200008
전시/미술,중구,[서울디자인재단] 럭스: 시적해상도,2023-09-05~2023-12-31,DDP 뮤지엄 2층 전시2관,서울디자인재단,누구나,"일반(만 24세 이상~만 65세 미만) 20,000원 청년(만 18세 이상~만 24세 미만) 15,000원 청소년(만12세이상 만18세미만) 10,000원 어린이(만6세이상 만12세 미만) 5,000원",,,,https://ddp.or.kr/index.html?menuno=240&siteno=2&bbsno=489&boardno=15&bbstopno=489&act=view&subno=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8c9cd467299b466f96c0a2dd38a8e9c5&thumb=Y,2023.9.11,기관,2023.9.5 0:00,2023.12.31 0:00,기타,37.56681313,127.0096257,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143245&menuNo=200009
교육/체험,노원구,[서울시립과학관] 2023년 하반기 돋보기 및 맛보기 프로그램,2023-09-05~2023-12-22,서울시립과학관,서울시립과학관,"초등학교 3학년~ 고등학교 3학년의, 30명~100명 단체",입장료 외 별도 비용 없음,,,,https://science.seoul.go.kr/board/normal/read?menuId=21&bbsId=1&searchBbsCd=normal&searchSeq=1170&curPage=1&searchType=title&searchWord=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fd262a9aa4104c26ba2e8fde84f6e210&thumb=Y,2023.9.15,기관,2023.9.5 0:00,2023.12.22 0:00,,37.64199411,127.0774371,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143355&menuNo=200011
교육/체험,중구,국립극장 공연예술박물관 어린이 해설 및 견학 프로그램 [별별공연탐험대],2023-09-05~2023-12-01,"국립극장 공연예술박물관, 국립극장 해오름극장",국립극장,어린이,,,,,https://www.ntok.go.kr/kr/Museum/Programs/Details?courseId=3282&programType=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4205c385c5304e0d8285b9214ef8a231&thumb=Y,2023.9.3,기관,2023.9.5 0:00,2023.12.1 0:00,어린이/청소년 문화행사,37.55199491,126.9992673,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143127&menuNo=200011
교육/체험,관악구,[관악문화재단] 판다쌤 원어민 중국어,2023-09-05~2023-11-28,글빛정보도서관 별다방,관악문화재단,초등학생,,,,,https://lib.gwanak.go.kr/galib/menu/10028/program/30006/lectureDetail.do?currentPageNo=1&searchCondition=title&lectureIdx=23603&manageCd=KJ&targetCd=&searchStatusCd=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9b6f02c5cc2a4ff6aeea72f3e05766d7&thumb=Y,2023.8.9,기관,2023.9.5 0:00,2023.11.28 0:00,어린이/청소년 문화행사,37.48624318,126.9596703,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142736&menuNo=200011
전시/미술,송파구,[서울책보고] 본격 요리책 전시 '내일 뭐 먹지?',2023-09-05~2023-11-26,서울책보고,서울책보고,누구나,,,,,https://seoulbookbogo.kr/front/index.php?g_page=event&m_page=event01&act=View&D_IDX=3925&ViewType=List,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9759f08ba63d47aeb21c0576cf7f9056&thumb=Y,2023.9.5,기관,2023.9.5 0:00,2023.11.26 0:00,,37.52239260387785,127.10298301432702,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143140&menuNo=200009
교육/체험,양천구,[2023 미감도서관 문화프로그램] 왁자지껄 옛이야기 독서토론,2023-09-05~2023-11-14,미감도서관 프로그램실,양천문화재단,초등 4-6학년,무료,,옛이야기를 통해 시대적?사회문화적 배경지식을 쌓는 동시에  이야기 속 논쟁거리를 찾아내 다른 참여자들과 논리적으로 소통하는 방법을 배웁니다.,,https://lib.yangcheon.or.kr/libmigam/edusat/view.do?edu_idx=2982&prepage=%2Flibmigam%2Fedusat%2Flist.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ea91d88b3deb4b488128344162f55297&thumb=Y,2023.8.23,기관,2023.9.5 0:00,2023.11.14 0:00,어린이/청소년 문화행사,37.5389695,126.8654889,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142894&menuNo=200011
교육/체험,송파구,"2023 예술, 송송, 인생학교 청소년편 [송파, 어디까지 춰봤니?]",2023-09-05~2023-10-31,"에즈에스아카데미학원 (백제고분로399, 슈퍼비)",송파문화재단,K-POP을 좋아하는 청소년 15명(송파?강동구민),,,,,https://www.songpafac.or.kr/notice_view.do?brd_seq=513&curPage=&searchtype=&keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4b7c14e96362401d903de831ecf8af78&thumb=Y,2023.7.18,기관,2023.9.5 0:00,2023.10.31 0:00,어린이/청소년 문화행사,37.50712659,127.1094413,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142460&menuNo=200011
축제-문화/예술,중구,더 라이프스타일 서울 2023,2023-09-05~2023-10-29,"서울시 (DDP, 노들섬, 삼청동, 코엑스, 용산 등)",동대문디자인플라자,전체관람가,,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=598&boardno=16&bbstopno=598&act=view&subno=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2148bfd7157f41c48a40e5830d5a52ef&thumb=Y,2023.9.22,기관,2023.9.5 0:00,2023.10.29 0:00,기타,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143462&menuNo=200010
교육/체험,종로구,[서울우리소리박물관] 우리소리와 함께하는 배냇저고리 만들기,2023-09-05~2023-09-26,서울우리소리박물관 지하 2층 교육실,서울무형문화재기능보존회,"예비부모, 예비조부모 10명",,,,,http://www.seoulmaster.co.kr/bbs/board.php?bo_table=bbs1&wr_id=137,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=23e87b89d1064043b10058263d325a5f&thumb=Y,2023.8.9,기관,2023.9.5 0:00,2023.9.26 0:00,기타,37.57715793,126.989622,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142748&menuNo=200011
교육/체험,은평구,[구립증산정보도서관] 9월 어린이 독서퀴즈,2023-09-05~2023-09-26,3층 어린이열람실,은평구청,초등학생,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1782&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a2536cf26d84413aaf6697b5fff13925&thumb=Y,2023.9.6,기관,2023.9.5 0:00,2023.9.26 0:00,어린이/청소년 문화행사,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143174&menuNo=200011
전시/미술,송파구,[케이움 갤러리] 미묘한 긴장감 : SUBTLE TENSION (윤지원 작가 개인전),2023-09-05~2023-09-26,케이움 갤러리 2F/B1,송파구청,누구나 ,,윤지원 작가 ,,,https://www.instagram.com/k_um.gallery/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=324db3b40f6b4fdeaa04117bacc1013b&thumb=Y,2023.8.31,시민,2023.9.5 0:00,2023.9.26 0:00,기타,37.48901437,127.1244776,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143092&menuNo=200009
교육/체험,종로구,운현궁에서 배우는 전통 매듭 소품 만들기,2023-09-05~2023-09-26,운현궁 이로당,운현궁,중장년층(40~60대) 12명,,,,,https://www.unhyeongung.or.kr/sub/prpgram/total_list.php?sno=0&group=basic&code=B35&category=&&abmode=view&no=1191&bsort=&bfsort=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4ea93f28c13440babc6f79e804bb24bb&thumb=Y,2023.8.7,기관,2023.9.5 0:00,2023.9.26 0:00,기타,37.576125,126.98705,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142704&menuNo=200011
교육/체험,중구,[서울도서관] 전자책 출판하고 퍼스널 브랜딩하기,2023-09-05~2023-09-19,서울도서관 4층 사서교육장,서울도서관,관심있는 시민 누구나,,,,,https://lib.seoul.go.kr/lecture/applyDetail/4442,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=16f3ed8f680042db9784def22478b1a2&thumb=Y,2023.8.7,기관,2023.9.5 0:00,2023.9.19 0:00,기타,37.56631742,126.9778292,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142706&menuNo=200011
전시/미술,중구,나뭇잎 조각(LEAF ART),2023-09-05~2023-09-18,세종문화회관 세종이야기전시장,세종문화회관,전 연령 관람가능 ,,,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34478&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0a07004764164b769b63ce3ba378ef4d&thumb=Y,2023.9.5,기관,2023.9.5 0:00,2023.9.18 0:00,,37.5726241,126.9760053,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143145&menuNo=200009
교육/체험,은평구,[구립증산정보도서관] AI활용 영상콘텐츠 제작,2023-09-05~2023-09-18,4층 문화강좌실,은평구청,컴퓨터와 스마트폰 사용에 어려움이 없는 성인 11명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1784&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e66ac7bad88e4077955be101cd230204&thumb=Y,2023.9.6,기관,2023.9.5 0:00,2023.9.18 0:00,기타,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143176&menuNo=200011
전시/미술,마포구,C.A.L.S with 서교아트페어,2023-09-05~2023-09-10,서울생활문화센터 서교 B1,서울생활문화센터-서교,누구나,,,,,https://seogyocenter.or.kr/programall/?idx=338,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6e82309f498a4573b63acd3d92f9eaf5&thumb=Y,2023.8.16,기관,2023.9.5 0:00,2023.9.10 0:00,기타,37.55080217,126.9167159,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142804&menuNo=200009
축제-문화/예술,중구,2024 SS서울패션위크,2023-09-05~2023-09-09,"아트홀 1-2관, 디자인랩, 이간수문 전시장, 어울림광장 일대",동대문디자인플라자,관심있는 누구나,"실내(프라이빗 티켓), 야외(무료)",,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=594&boardno=16&bbstopno=594&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4b051002a9214ef79fe919235db36bd2&thumb=Y,2023.8.29,기관,2023.9.5 0:00,2023.9.9 0:00,어르신 문화행사,37.56681313,127.0096257,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143040&menuNo=200010
국악,동대문구,2023 수림뉴웨이브 스페셜 [Re:Wave],2023-09-05~2023-09-09,김희수 아트센터,기타,누구나,"전석 20,000원",,,,https://blog.naver.com/bukchonmf/223166758390,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9fc298a3a4b640ea91acd98b9b5cb3ed&thumb=Y,2023.8.14,기관,2023.9.5 0:00,2023.9.9 0:00,기타,37.59051371,127.0430477,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142799&menuNo=200008
클래식,강북구,2023 신인음악회,2023-09-05~2023-09-05,꿈의숲 콘서트홀,세종문화회관,2016년 이전 출생자 (2016년생 포함) 및 초등학생 이상 입장 가능,전석 초대,,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34444&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c641f9a2a44842d18d1e7d69a43d030f&thumb=Y,2023.8.30,기관,2023.9.5 0:00,2023.9.5 0:00,,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143067&menuNo=200008
클래식,성북구,[성북문화재단 아리랑시네센터] SAC on Screen 클래식 음악 디토 파라디소,2023-09-05~2023-09-05,아리랑시네센터 2관,성북문화재단,누구나,무료,,,,https://cine.arirang.go.kr:8443/arirang/customer/notice.do?mode=view&articleNo=29025,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7f5d639d929a423286bf54a5d2c536cf&thumb=Y,2023.8.24,기관,2023.9.5 0:00,2023.9.5 0:00,,37.60011909,127.0138937,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142908&menuNo=200008
영화,서초구,[서초문화재단] 심산 영화관 사운드 오브 뮤직,2023-09-05~2023-09-05,반포심산아트홀,서초문화재단,전체관람가,무료,,,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=525,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0490b14712764224a51e4a4b48a2cdf2&thumb=Y,2023.8.24,기관,2023.9.5 0:00,2023.9.5 0:00,기타,37.49883446,126.9912425,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142927&menuNo=200013
영화,강동구,[강동문화재단] 우리동네 영화관 9월 어거스트 러쉬,2023-09-05~2023-09-05,강동아트센터 대극장 한강,강동문화재단,누구나,무료 (선착순 사전신청) ,,강동아트센터에서 즐기는 저녁의 영화산책! ,,https://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1960&cpage=1&rows=999&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3b3d814800b84353a5b561a10c1c8857&thumb=Y,2023.8.24,기관,2023.9.5 0:00,2023.9.5 0:00,기타,37.55122046,127.1573425,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142956&menuNo=200013
축제-기타,마포구,제8회 M클래식 축제 - 라포엠 콘서트 [쥬떼뷰(je te veux)],2023-09-05~2023-09-05,마포아트센터 아트홀 맥,마포문화재단,8세이상 관람가능(미취학아동입장불가),"R석 80,000원 /S석 70,000원 / A석 60,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2236&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4dcb7b5b4cd9460fbee61487f62d5a3f&thumb=Y,2023.8.9,기관,2023.9.5 0:00,2023.9.5 0:00,,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142745&menuNo=200010
